フォントID,フォント名,ToUnicodeID,🔴康煕部首,🔴部首補助,🔴CJK筆画,🔴互換漢字,🟢康煕部首相当統合漢字,🟢部首補助相当統合漢字,🟢筆画相当統合漢字,🟢互換漢字相当統合漢字,⚪その他一般文字
418,"BCDJEE+MS-Mincho",4067,0,0,0,0,0,0,0,0,3
291,"BCDIEE+Cambria",4064,0,0,0,0,0,0,0,0,49
116,"BCDHEE+CambriaMath",4061,0,0,0,0,0,0,0,0,3
39,"BCDGEE+TimesNewRomanPSMT",4058,0,0,0,0,0,0,0,0,43
20,"BCDFEE+Calibri",4054,53,27,10,2,18,2,0,76,4035
