フォントID,フォント名,ToUnicodeID,🔴康煕部首,🔴部首補助,🔴CJK筆画,🔴互換漢字,🟢康煕部首相当統合漢字,🟢部首補助相当統合漢字,🟢筆画相当統合漢字,🟢互換漢字相当統合漢字,⚪その他一般文字
275,"BCDIEE+Cambria",4065,0,0,0,0,0,0,0,0,41
234,"BCDHEE+CambriaMath",4062,0,0,0,0,0,0,0,0,2
35,"BCDGEE+TimesNewRomanPSMT",4059,0,0,0,0,0,0,0,0,41
20,"BCDFEE+Calibri",4055,53,27,10,2,18,2,0,76,4042
